company,function,title,count,people
Becknell Industrial,Unclassified,Assistant Vice President,1,Susan B.
Belltown Power,Development & Real Estate,"Vice President, Development",1,Melissa Elkinton
Benesch,Construction & Delivery,Manager Special Projects,1,Steven Thomas
Benesch,Construction & Delivery,Project Manager,1,Alexander Mooney
BGO,Design & Engineering,Head of Design & Construction,1,John Griffin
BGO,Development & Real Estate,"Analyst, Development & Construction Management",1,Dean Johnson
BGO,Development & Real Estate,Development Analyst,1,Brian Pfeffer
BGO,Sales & Leasing,Global Account Director,1,Mark Delahunty
BGO,Sales & Leasing,Head of Sales and Marketing at BGO DataCenters,1,Chris Mann
BGO,Unclassified,CEO BGO DataCenters,1,David Newitt
BGO Data Centre,Sales & Leasing,Global Account Director at BGO Datacenters,1,Lewis McMahon
Big-D Construction,Pre-Construction & Cost,Senior Estimator - Mission Critical,1,Ambar A. Gardner
BKF Engineers,Construction & Delivery,Project Manager,10,Alan Canivel; Amir Abdollahi; Brandon Volk; Chelsea Unemori; Cory Bannon; Craig Smith; Jason Simmons; Jennie Yee; Jose Guzman; Rodrigo Elejalde
BKF Engineers,Construction & Delivery,Senior Project Manager,4,Brandon Mettler; Jason Yee; Lokelani Yee; Michael Witt
BKF Engineers,Construction & Delivery,Sr. Project Manager,2,Donald Toy; Jeff Hinton
BKF Engineers,Construction & Delivery,Lead Project Coordinator,1,Shannon Bahr
BKF Engineers,Construction & Delivery,Senior Project Executive,1,Benjamin Santos
BKF Engineers,Design & Engineering,Engineering Manager,1,Keith Palmer
BKF Engineers,Development & Real Estate,Business Sector Leader - Land Development | Principal/Vice President,1,Patrick Chan
BKF Engineers,Development & Real Estate,Practice Leader - Land Development | Principal/Vice President,1,Simon North
BKF Engineers,Development & Real Estate,Practice Leader – Land Surveying/Principal,1,Walter Stemberga
BKF Engineers,Unclassified,Associate Principal,4,Jon Shattuck; Marcelo C.; Michael Steele; Phong Kiet
BKF Engineers,Unclassified,Principal/Vice President,3,Brian Scott; Eric Girod; Scott Schork
BKF Engineers,Unclassified,Principal / Vice President,2,Isaac Kontorovsky; Todd Adair
BKF Engineers,Unclassified,Associate,1,Jason Mansfield
BKF Engineers,Unclassified,Market Lead - Healthcare | Associate Vice President,1,Stephany Romero
BKF Engineers,Unclassified,Principal,1,James Dallosta
BKF Engineers,Unclassified,Senior Associate Principal,1,Kevin Wong
Blach Construction Company,Construction & Delivery,Project Controls Manager,1,Alycia Alves
Blach Construction Company,Pre-Construction & Cost,Preconstruction Director,1,Alan Jacobs
Black & Veatch,Construction & Delivery,Project Manager,6,Arlene Little; Benjamin (Ben) Johnson; Branden Williams; Derek Skrdlant; Giuseppe Tomasino; Justin Linette
Black & Veatch,Construction & Delivery,Project Controls Analyst,4,Ernest Kalilimoku; Mitchell Hanson; Nicole Newman; Rajvee Rathod
Black & Veatch,Construction & Delivery,Construction Coordinator,1,Daniela Gonzalez
Black & Veatch,Construction & Delivery,Project Control Manager,1,Gandhi Muljadi
Black & Veatch,Construction & Delivery,Project Controls,1,Lee Wert
Black & Veatch,Construction & Delivery,Project Controls Lead Analyst,1,John Watkins
Black & Veatch,Construction & Delivery,Project Controls Manager,1,James Leos
Black & Veatch,Construction & Delivery,Project Controls Sr. Manager,1,Manavi Agrawal
Black & Veatch,Construction & Delivery,Project Manager - Global Transmission,1,Andrew Wedekind
Black & Veatch,Construction & Delivery,Senior Fields Project Controls Professional,1,Gavin H. Allwright
Black & Veatch,Construction & Delivery,Senior Project Control Manager,1,Latonya Hill
Black & Veatch,Construction & Delivery,Senior Project Controls Analyst,1,Scot Shealer
Black & Veatch,Construction & Delivery,Senior Site Acquistion Specialist,1,Eve Johnson
Black & Veatch,Construction & Delivery,Senior Site Acqusition Manager,1,Michael Zaimes
Black & Veatch,Design & Engineering,Civil Engineer 2,1,Madeleine Skipworth
Black & Veatch,Design & Engineering,"Civil Engineer, P.E.",1,Nadeeka Abeysinghe
Black & Veatch,Design & Engineering,Electrical Engineer,1,Muhammad F. Hamid
Black & Veatch,Design & Engineering,Electrical Engineer III,1,"Lokesh Kamble, P.E."
Black & Veatch,Design & Engineering,Engineering Manager,1,Rob Staton
Black & Veatch,Design & Engineering,Senior Engineering Manager,1,Joe Ussery
Black & Veatch,Design & Engineering,Senior Water Quality Engineer,1,Drew Ackerman
Black & Veatch,Design & Engineering,Structural Transmission Line Engineer 3,1,Leslie Quinteros
Black & Veatch,Design & Engineering,Transmission Line Engineer,1,Eric Johnsrud
Black & Veatch,Development & Real Estate,Site Acquisition Manager,3,Heather Kurth; Jim Mattison; Kathy Farina
Black & Veatch,Development & Real Estate,"(former) Associate Vice President, Environmental & Land Services Leader, Engineering & Development Services",1,Cherie Zeka
Black & Veatch,Development & Real Estate,Land Service Manager,1,Rosana Ciprazo
Black & Veatch,Development & Real Estate,Lead Site Development Engineer,1,Jimmy Lee
Black & Veatch,Development & Real Estate,Site Acquisition,1,Melissa Girard
Black & Veatch,Development & Real Estate,Site Acquisition Specialist,1,Carrie McKeown
Black & Veatch,Development & Real Estate,Sr. Land Services Specialist,1,Frank Dalio
Black & Veatch,Energy & Utilities,Energy - Transmission Line Design Technician,1,Ernie R.
Black & Veatch,Energy & Utilities,Grid Planning Studies Technical Solutions Manager,1,Vernon Padaca
Black & Veatch,Energy & Utilities,Substation Design Engineer,1,Sravani Atmakur
Black & Veatch,Executive leadership,Owner's Representative: Program Planner,1,Jarrod Smith
Black & Veatch,Operations & Facilities,AVP Data Center / Mission Critical Facilities,1,Drew Thompson
Black & Veatch,Pre-Construction & Cost,G&C Water Estimating Solution Team Leader,1,Steve Hull
Black & Veatch,Pre-Construction & Cost,Preconstruction Manager,1,Greg Zalewski
Black & Veatch,Pre-Construction & Cost,Senior / Lead Preconstruction Estimator,1,Felix Ramirez
Black & Veatch,Sales & Leasing,"Project Controls Segment Lead - Connectivity, Commercial & Industrial",1,Sabeeh Haris
Black & Veatch,Sales & Leasing,"Project Director, Connectivity & Commercial - Data Centers & Mission Critical Facilities Solutions",1,Shilpa Maganti
Black & Veatch,Unclassified,Principal Consultant,1,Debra Henderson
Black & Veatch,Unclassified,"Principal, Strategic Advisory & Planning",1,Venkat Krishnan
Black & Veatch,Unclassified,Water Process Specialist,1,Daniel Farley
Black & Veatch,Unclassified,Water Resources and Community Planner-Regional Practice Lead,1,Marina Kopytkovskiy
Black Creek Group,Development & Real Estate,Development Analyst,1,Mallory Carroll
BLACK FAN CONSULTING LIMITED,Sales & Leasing,Director,1,Adam Tamburini
Black Hills Energy,Unclassified,Transmission Planning Manager,1,Trevor Rombough
BlackChamber Group,Development & Real Estate,Development Manager,1,David Falcone
Blattner,Pre-Construction & Cost,Lead Estimator,1,Zachary Bulloc
Bloom Energy,Development & Real Estate,Director Development Engineering,1,Madhuri Nallabolu
Bloom Energy,Pre-Construction & Cost,Principal Construction Cost Estimator,1,Neha Joshi
Bloom Energy,Sales & Leasing,Data Center Practice Lead -EMEA,1,David Lucas-Smith
BLP - Bridge Logistics Properties,Development & Real Estate,Director - Development & Construction,1,Arlin Pischke
Blueprint Data Centers,Development & Real Estate,Vice President of Development,1,Jason Baron
BNBuilders,Design & Engineering,Project Engineer,1,Monica Tarango-Nava
BNBuilders,Pre-Construction & Cost,MEP Estimator,1,Doug Lindell
BNBuilders,Pre-Construction & Cost,Senior Estimator,1,Benjamin Cherwinski
BNBuilders,Pre-Construction & Cost,Sr. Preconstruction Manager,1,Justin Williams
Bobbitt,Pre-Construction & Cost,Preconstruction manager -2,1,Sahitya Kancharla
Bohler,Construction & Delivery,Project Manager,25,"Aaron Kosh; Alexander Wells; Aliza Hertzmark; Andrew Savage; Andrew Steiner; Ashley Williams; Ayesha Sohail; Ben Siembida; Blair Seymour; Brittany Arsi; Dan Haney, P.E.; Dave Vaughan; Donald Peters; Ethan Pepin; Kayla Dedrick; Matthew Perez; Matthew Tyler; Morgan O'Donnell; Nate Fuss; Nick Dewhurst; Nick Georgas; Nora Ahmed; Shannon Smith; Stuart Sheffield; T.J. Wilkinson"
Bohler,Construction & Delivery,Senior Project Manager,16,Bradford Fox; Brian Miller; Bryan Ehnes; Cameron Mavity; Christina Hughes; Christopher Puzinas; Cody Mudd; Derek Reardon; Eric Britz; Eric McWilliams; Erin Gogolin; Jane Clauss; Joe DiMarco; Lynsey McQuade; Matthew Moyen; Robert Byra
Bohler,Construction & Delivery,Assistant Project Manager,4,Amy Huffine; Daniel Walsh; Laura Burger; Tyler Hoorn
Bohler,Construction & Delivery,Sr. Project Manager,2,Jim Cranston; Timothy Hayes
Bohler,Construction & Delivery,Survey Project Manager,2,John Bruns; Shiloh Noone
Bohler,Construction & Delivery,Associate Principal | We Move Your Projects Forward at Bohler,1,Thomas Tabone
Bohler,Construction & Delivery,Project Coordinator,1,Kristen Ziegler
Bohler,Construction & Delivery,Senior Program Manager,1,Crissie Baur
Bohler,Design & Engineering,Chief Engineer,3,Connor Hedges; Dave Maruskin; Greg Pais
Bohler,Design & Engineering,Design Engineer,2,Isabel Lee; Meghan Kiser
Bohler,Design & Engineering,Senior Project Engineer,2,"Robert Kountz, P.E.; Zack McIntyre"
Bohler,Design & Engineering,Director of Planning & Landscape Architecture,1,Daniel Park
Bohler,Design & Engineering,Project Engineer,1,Ryan Stasiowski
Bohler,Design & Engineering,Sr. Design Engineer,1,"Deirdre Rocha, E.I.T."
Bohler,Design & Engineering,Sr. Project Engineer,1,Jon Baker
Bohler,Development & Real Estate,"Project Manager, Land Development",5,Caryn Mlodzianowski; Domenick Ciardullo; Kyle Slack; Shannon Heybach-Park; Will Jager
Bohler,Development & Real Estate,"Assistant Project Manager, Land Development",2,Caterina Pagano; Owen Penn
Bohler,Development & Real Estate,"Director, Land Development",2,Kayleigh Bevington; Matthew Poindexter
Bohler,Development & Real Estate,Land Development Project Manager,2,Matt Roberson; Thomas Knab
Bohler,Development & Real Estate,(former) Assistant Project Manager - Civil Site / Land Development,1,Charles Page
Bohler,Development & Real Estate,Assistant Project Manager - Land Development,1,Connor Bailey
Bohler,Development & Real Estate,Director of Land Development,1,Joseph Holzapfel
Bohler,Development & Real Estate,Land Development / Manager and Business Development,1,Scott Shearing
Bohler,Development & Real Estate,Permitting Manager,1,John Lawall
Bohler,Development & Real Estate,Permitting Project Manager,1,Keith Holloway
Bohler,Development & Real Estate,Principal/Regional Development Manager,1,Mike O'Hara
Bohler,Development & Real Estate,"Senior Project Manager, Land Development",1,Carlos I. Cabré
Bohler,Unclassified,Associate,9,Brandon Rowe; Bryan James; Daniel Pedersen; Eric Meyn; Jennifer Bass; Lucien DiStefano; Michael Theberge; Robert Streker; Thomas Teabo
Bohler,Unclassified,Principal,3,"Joseph Ucciferro; Keith Simpson; Ryan Yauger, PE"
Bohler,Unclassified,Branch Manager,1,"Katherine Roberts, P.E."
Bohler,Unclassified,"Director of Market Advancement, Mission Critical",1,Megan Baird
Bohler,Unclassified,"Divisional Managing Partner, Mid-Atlantic",1,John C. Wright P.E.
Bohler,Unclassified,Partner,1,"Andrew Stine, P.E."
Bohler,Unclassified,Principal | Branch Manager,1,Dean Cardwell
Bohler,Unclassified,Principal | Regional Manager,1,Michael O'Shaughnessy
Bohler,Unclassified,Survey Manager,1,John Newman
Boralex,Development & Real Estate,Senior Vice President - Development - North America,1,Adam Rosso
Borealis Data Center,Executive leadership,CEO,1,Bjorn Brynjulfsson
Borealis Data Center,Executive leadership,CFO,1,Elfa Aradóttir
Borealis Data Center,Executive leadership,Chief Commercial Officer (CCO),1,Halldór Már Sæmundsson
Borealis Data Center,Executive leadership,Chief Operating Officer,1,Stefán Örn Kristjánsson
Braconier Mechanical & Plumbing,Pre-Construction & Cost,Senior Preconstruction Manager,1,Bobby Cullen
Brasfield & Gorrie,Construction & Delivery,Project Director,1,Brian Strack
Brasfield & Gorrie,Pre-Construction & Cost,Chief Preconstruction Manager,4,Andrew Carroll; Hayley Sistrunk; Matt Chen; Ronnie Hernandez
Brasfield & Gorrie,Pre-Construction & Cost,Senior Preconstruction Manager,2,Andrew Powell; Annie Sistrunk
Brasfield & Gorrie,Pre-Construction & Cost,Preconstruction Assistant Coordinator,1,Eva Hartman
Brasfield & Gorrie,Pre-Construction & Cost,Preconstruction Director,1,Greg Wolf
Brasfield & Gorrie,Pre-Construction & Cost,Preconstruction Manager,1,Patrick Henning
Brasfield & Gorrie,Pre-Construction & Cost,Regional Preconstruction Director,1,Chad Waters
Brasfield & Gorrie,Pre-Construction & Cost,VP / Regional Preconstruction Director,1,Bennett Sumrell
Brasfield & Gorrie,Unclassified,"Director of Planning and Scheduling, East Group",1,Daniel Gilmour
Brasfield & Gorrie,Unclassified,Manager of Planning & Scheduling,1,Jermaine Allen
Brasfield & Gorrie,Unclassified,Regional Manager of Planning and Scheduling,1,Chad Lanier
Brasfield & Gorrie,Unclassified,Regional Manger of Planning & Scheduling,1,Matthew Pringle
Bridge Data Centres,Development & Real Estate,Development Senior Manager - APAC,1,Rachel Lee
Bridge Data Centres,Development & Real Estate,Vice President of Development and Solutions,1,Gregg Charalambous
Bridge Data Centres,Executive leadership,Chief Commercial Officer,1,Yongzhong Zhu
Bridge Data Centres,Sales & Leasing,"Sales Director, Hyperscalers",1,Sissi (Dantong) Zhang
Bridge Data Centres,Sales & Leasing,VP of Sales,1,Katie O'Hara
Bridge Data Centres,Unclassified,(former) Senior Consultant,1,Dz Shing Lim
Bridge Industrial,Development & Real Estate,"Assistant Vice President, Development",1,Kyle Siekawitch
Bridge Industrial,Development & Real Estate,Development Director,1,Doug Klein
Bridge Industrial,Development & Real Estate,"EVP, Head of Development and ESG",1,Brian Moran
Bridge Industrial,Development & Real Estate,Executive Vice President of Development,1,Curt Pascoe
Bridge Industrial,Development & Real Estate,Senior Vice President Development,1,Matt Gladney
Bridge Industrial,Development & Real Estate,"Senior Vice President, Development",1,Tom Fitzpatrick
Bridge Industrial,Development & Real Estate,"Sr. Vice President, Development",1,Jim Marshall
Bridge Industrial,Development & Real Estate,Vice President of Development,1,Francis Roura
Bridge Industrial,"Strategy, Finance & Investment",Vice President - West Region Investments,1,Grant Moore
Bridge Industrial,Unclassified,Associate,1,Evan Morton
Bridge Industrial,Unclassified,Executive Vice President,1,Brian Latta
Bridge Industrial,Unclassified,"Senior Vice President, Property Management",1,Elaine Watts
Bridge Industrial,Unclassified,"Vice President, West Region",1,Henry Gruger
BrightNight,Development & Real Estate,Director of Development,1,Nathan Campbell
BrightNight,Development & Real Estate,"Manager, Development and Agrivoltaics Lead",1,Francesca Metcalf
BrightNight,Development & Real Estate,"Senior Manager, Development",1,Zach Lea
BrightNight,Development & Real Estate,Vice President - Development,1,Richard Saunders
BrightNight,Development & Real Estate,"Vice President, Development",1,Vivek Vig
BrightNight,Executive leadership,Chief Development Officer,1,Ron Kiecana
BrightNight,Unclassified,"Director, Transmission",1,Fernando Blanco
BrightNight,Unclassified,"Senior Manager, Transmission Planning",1,Massamba Samb
BrightNight,Unclassified,Vice President. Transmission and Interconnection,1,Abhishek Thurumalla
Brinkman Construction,Construction & Delivery,Project Executive,1,Dane Hix
Brinkman Construction,Design & Engineering,Project Engineer,3,Aidan Blackman; Armin Saadatian; Carter Jendrezak
Brinkman Construction,Development & Real Estate,Director of Project Development,1,Erik Henry
Brinkman Construction,Pre-Construction & Cost,Preconstruction Manager,1,Steve Rewerts
Brodie Group,Construction & Delivery,Project Coordinator,1,Katie Concannon
